sample_id,human_label,human_confidence,human_notes,annotator_a_label,annotator_b_label,source_file,source_line,summary
DV001,target_miscoordination,2,Annotators agreed.,target_miscoordination,target_miscoordination,epymarl/results/llm_fd/mappo_llm_fd_seed3_lbforaging:Foraging-8x8-2p-2f-coop-v3_2026-06-30 12:43:33.810742/failure_records.jsonl,608,"Environment: lbforaging:Foraging-8x8-2p-2f-coop-v3 | Episode length: 51 | Number of agents: 2 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'load': 16, 'north': 27, 'west': 29, 'noop': 25, 'east': 3, 'south': 2} | Load action counts by agent: [12, 4] | Mean absolute state change: 0.030000 | State variation: 1.758950"
DV225,inefficient_exploration,3,Adjudicated to annotator A on semantic ambiguity.,inefficient_exploration,low_value_overcommitment,epymarl/results/llm_fd/mappo_llm_fd_seed2_lbforaging:Foraging-10x10-3p-3f-v3_2026-07-01 08:16:43.925328/failure_records.jsonl,444,"Environment: lbforaging:Foraging-10x10-3p-3f-v3 | Episode length: 51 | Number of agents: 3 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'load': 46, 'east': 75, 'north': 27, 'south': 4, 'west': 1} | Load action counts by agent: [15, 14, 17] | Mean absolute state change: 0.047778 | State variation: 2.823545"
DV226,low_value_overcommitment,2,Annotators agreed.,low_value_overcommitment,low_value_overcommitment,epymarl/results/llm_fd/mappo_llm_fd_seed1_lbforaging:Foraging-10x10-3p-3f-v3_2026-07-01 07:45:17.277654/failure_records.jsonl,1705,"Environment: lbforaging:Foraging-10x10-3p-3f-v3 | Episode length: 51 | Number of agents: 3 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'east': 54, 'load': 89, 'north': 2, 'west': 1, 'noop': 5, 'south': 2} | Load action counts by agent: [30, 28, 31] | Mean absolute state change: 0.010000 | State variation: 3.100200"
DV227,low_value_overcommitment,2,Annotators agreed.,low_value_overcommitment,low_value_overcommitment,epymarl/results/llm_fd/mappo_llm_fd_seed1_lbforaging:Foraging-10x10-3p-3f-v3_2026-07-01 07:51:31.574638/failure_records.jsonl,1713,"Environment: lbforaging:Foraging-10x10-3p-3f-v3 | Episode length: 51 | Number of agents: 3 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'east': 12, 'south': 21, 'load': 104, 'north': 12, 'west': 2, 'noop': 2} | Load action counts by agent: [29, 36, 39] | Mean absolute state change: 0.032222 | State variation: 2.273993"
DV228,low_value_overcommitment,2,Annotators agreed.,low_value_overcommitment,low_value_overcommitment,epymarl/results/llm_fd/mappo_llm_fd_seed1_lbforaging:Foraging-8x8-2p-2f-coop-v3_2026-06-30 12:28:26.453561/failure_records.jsonl,556,"Environment: lbforaging:Foraging-8x8-2p-2f-coop-v3 | Episode length: 51 | Number of agents: 2 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'load': 94, 'east': 6, 'west': 1, 'south': 1} | Load action counts by agent: [46, 48] | Mean absolute state change: 0.011667 | State variation: 2.077334"
DV229,low_value_overcommitment,2,Annotators agreed.,low_value_overcommitment,low_value_overcommitment,epymarl/results/llm_fd/mappo_llm_fd_seed1_lbforaging:Foraging-10x10-3p-3f-v3_2026-06-30 14:20:05.415445/failure_records.jsonl,370,"Environment: lbforaging:Foraging-10x10-3p-3f-v3 | Episode length: 51 | Number of agents: 3 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'load': 84, 'west': 3, 'east': 19, 'north': 26, 'south': 19, 'noop': 2} | Load action counts by agent: [26, 28, 30] | Mean absolute state change: 0.057778 | State variation: 2.817536"
DV230,low_value_overcommitment,2,Annotators agreed.,low_value_overcommitment,low_value_overcommitment,epymarl/results/llm_fd/mappo_llm_fd_seed1_lbforaging:Foraging-10x10-3p-3f-v3_2026-07-01 07:45:17.277654/failure_records.jsonl,1914,"Environment: lbforaging:Foraging-10x10-3p-3f-v3 | Episode length: 51 | Number of agents: 3 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'load': 105, 'east': 35, 'north': 10, 'south': 2, 'noop': 1} | Load action counts by agent: [31, 36, 38] | Mean absolute state change: 0.024444 | State variation: 2.607394"
DV231,low_value_overcommitment,2,Annotators agreed.,low_value_overcommitment,low_value_overcommitment,epymarl/results/llm_fd/mappo_llm_fd_seed2_lbforaging:Foraging-10x10-3p-3f-v3_2026-06-30 14:27:39.875255/failure_records.jsonl,810,"Environment: lbforaging:Foraging-10x10-3p-3f-v3 | Episode length: 51 | Number of agents: 3 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'north': 18, 'load': 106, 'south': 17, 'noop': 2, 'east': 10} | Load action counts by agent: [37, 32, 37] | Mean absolute state change: 0.036667 | State variation: 2.524189"
DV232,inefficient_exploration,3,Annotators agreed.,inefficient_exploration,inefficient_exploration,epymarl/results/llm_fd/mappo_llm_fd_seed2_lbforaging:Foraging-8x8-2p-2f-coop-v3_2026-06-30 12:33:22.883493/failure_records.jsonl,238,"Environment: lbforaging:Foraging-8x8-2p-2f-coop-v3 | Episode length: 51 | Number of agents: 2 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'south': 61, 'load': 8, 'east': 26, 'noop': 5, 'north': 2} | Load action counts by agent: [3, 5] | Mean absolute state change: 0.023333 | State variation: 1.825656"
DV233,inefficient_exploration,3,Adjudicated to annotator A on semantic ambiguity.,inefficient_exploration,low_value_overcommitment,epymarl/results/llm_fd/mappo_llm_fd_seed2_lbforaging:Foraging-10x10-3p-3f-v3_2026-07-01 08:16:43.925328/failure_records.jsonl,1041,"Environment: lbforaging:Foraging-10x10-3p-3f-v3 | Episode length: 51 | Number of agents: 3 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'south': 33, 'load': 58, 'west': 43, 'east': 7, 'north': 7, 'noop': 5} | Load action counts by agent: [17, 20, 21] | Mean absolute state change: 0.051111 | State variation: 2.860099"
DV234,low_value_overcommitment,2,Annotators agreed.,low_value_overcommitment,low_value_overcommitment,epymarl/results/llm_fd/mappo_llm_fd_seed1_lbforaging:Foraging-8x8-2p-2f-coop-v3_2026-06-30 13:35:01.919796/failure_records.jsonl,1317,"Environment: lbforaging:Foraging-8x8-2p-2f-coop-v3 | Episode length: 51 | Number of agents: 2 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'south': 5, 'north': 1, 'west': 20, 'load': 52, 'noop': 19, 'east': 5} | Load action counts by agent: [24, 28] | Mean absolute state change: 0.040000 | State variation: 1.910784"
DV235,low_value_overcommitment,2,Annotators agreed.,low_value_overcommitment,low_value_overcommitment,epymarl/results/llm_fd/mappo_llm_fd_seed3_lbforaging:Foraging-10x10-3p-3f-v3_2026-07-01 08:36:16.483022/failure_records.jsonl,1608,"Environment: lbforaging:Foraging-10x10-3p-3f-v3 | Episode length: 51 | Number of agents: 3 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'load': 108, 'north': 9, 'east': 19, 'west': 5, 'south': 8, 'noop': 4} | Load action counts by agent: [39, 33, 36] | Mean absolute state change: 0.037778 | State variation: 2.288523"
DV236,inefficient_exploration,3,Adjudicated to annotator A on semantic ambiguity.,inefficient_exploration,low_value_overcommitment,epymarl/results/llm_fd/mappo_llm_fd_seed3_lbforaging:Foraging-10x10-3p-3f-v3_2026-07-01 08:36:16.483022/failure_records.jsonl,502,"Environment: lbforaging:Foraging-10x10-3p-3f-v3 | Episode length: 51 | Number of agents: 3 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'south': 69, 'load': 67, 'west': 8, 'noop': 7, 'north': 2} | Load action counts by agent: [22, 19, 26] | Mean absolute state change: 0.020000 | State variation: 2.618501"
DV237,inefficient_exploration,3,Adjudicated to annotator A on semantic ambiguity.,inefficient_exploration,low_value_overcommitment,epymarl/results/llm_fd/mappo_llm_fd_seed2_lbforaging:Foraging-8x8-2p-2f-coop-v3_2026-06-30 13:49:48.797912/failure_records.jsonl,1523,"Environment: lbforaging:Foraging-8x8-2p-2f-coop-v3 | Episode length: 51 | Number of agents: 2 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'east': 68, 'noop': 10, 'north': 1, 'load': 20, 'south': 3} | Load action counts by agent: [9, 11] | Mean absolute state change: 0.000000 | State variation: 2.139250"
DV238,low_value_overcommitment,2,Annotators agreed.,low_value_overcommitment,low_value_overcommitment,epymarl/results/llm_fd/mappo_llm_fd_seed2_lbforaging:Foraging-10x10-3p-3f-v3_2026-06-30 14:27:39.875255/failure_records.jsonl,1908,"Environment: lbforaging:Foraging-10x10-3p-3f-v3 | Episode length: 51 | Number of agents: 3 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'north': 14, 'load': 95, 'east': 23, 'west': 12, 'south': 9} | Load action counts by agent: [34, 30, 31] | Mean absolute state change: 0.048889 | State variation: 2.736307"
DV239,low_value_overcommitment,2,Annotators agreed.,low_value_overcommitment,low_value_overcommitment,epymarl/results/llm_fd/mappo_llm_fd_seed3_lbforaging:Foraging-10x10-3p-3f-v3_2026-07-01 08:36:16.483022/failure_records.jsonl,1921,"Environment: lbforaging:Foraging-10x10-3p-3f-v3 | Episode length: 51 | Number of agents: 3 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'west': 32, 'load': 91, 'south': 11, 'north': 10, 'noop': 1, 'east': 8} | Load action counts by agent: [28, 28, 35] | Mean absolute state change: 0.058889 | State variation: 2.344795"
DV240,low_value_overcommitment,2,Annotators agreed.,low_value_overcommitment,low_value_overcommitment,epymarl/results/llm_fd/mappo_llm_fd_seed3_lbforaging:Foraging-10x10-3p-3f-v3_2026-06-30 14:35:20.815998/failure_records.jsonl,477,"Environment: lbforaging:Foraging-10x10-3p-3f-v3 | Episode length: 51 | Number of agents: 3 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'load': 100, 'south': 36, 'west': 14, 'east': 2, 'noop': 1} | Load action counts by agent: [34, 35, 31] | Mean absolute state change: 0.018889 | State variation: 2.851322"
DV241,inefficient_exploration,3,Adjudicated to annotator A on semantic ambiguity.,inefficient_exploration,low_value_overcommitment,epymarl/results/llm_fd/mappo_llm_fd_seed3_lbforaging:Foraging-10x10-3p-3f-v3_2026-06-30 14:35:20.815998/failure_records.jsonl,1305,"Environment: lbforaging:Foraging-10x10-3p-3f-v3 | Episode length: 51 | Number of agents: 3 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'south': 29, 'load': 52, 'east': 53, 'noop': 2, 'north': 12, 'west': 5} | Load action counts by agent: [19, 12, 21] | Mean absolute state change: 0.043333 | State variation: 2.974422"
DV242,low_value_overcommitment,2,Annotators agreed.,low_value_overcommitment,low_value_overcommitment,epymarl/results/llm_fd/mappo_llm_fd_seed1_lbforaging:Foraging-10x10-3p-3f-v3_2026-07-01 07:51:31.574638/failure_records.jsonl,471,"Environment: lbforaging:Foraging-10x10-3p-3f-v3 | Episode length: 51 | Number of agents: 3 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'load': 103, 'east': 4, 'south': 23, 'north': 13, 'noop': 5, 'west': 5} | Load action counts by agent: [36, 32, 35] | Mean absolute state change: 0.042222 | State variation: 2.365101"
DV243,low_value_overcommitment,2,Annotators agreed.,low_value_overcommitment,low_value_overcommitment,epymarl/results/llm_fd/mappo_llm_fd_seed2_lbforaging:Foraging-10x10-3p-3f-v3_2026-06-30 14:27:39.875255/failure_records.jsonl,1263,"Environment: lbforaging:Foraging-10x10-3p-3f-v3 | Episode length: 51 | Number of agents: 3 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'east': 20, 'west': 16, 'load': 90, 'north': 14, 'south': 12, 'noop': 1} | Load action counts by agent: [33, 29, 28] | Mean absolute state change: 0.052222 | State variation: 1.600640"
DV244,low_value_overcommitment,2,Annotators agreed.,low_value_overcommitment,low_value_overcommitment,epymarl/results/llm_fd/mappo_llm_fd_seed3_lbforaging:Foraging-8x8-2p-2f-coop-v3_2026-06-30 14:07:24.631834/failure_records.jsonl,1075,"Environment: lbforaging:Foraging-8x8-2p-2f-coop-v3 | Episode length: 51 | Number of agents: 2 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'north': 27, 'load': 67, 'west': 5, 'east': 3} | Load action counts by agent: [39, 28] | Mean absolute state change: 0.035000 | State variation: 1.386006"
DV245,low_value_overcommitment,2,Annotators agreed.,low_value_overcommitment,low_value_overcommitment,epymarl/results/llm_fd/mappo_llm_fd_seed1_lbforaging:Foraging-10x10-3p-3f-v3_2026-07-01 07:45:17.277654/failure_records.jsonl,1218,"Environment: lbforaging:Foraging-10x10-3p-3f-v3 | Episode length: 51 | Number of agents: 3 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'load': 108, 'east': 41, 'north': 1, 'south': 3} | Load action counts by agent: [37, 35, 36] | Mean absolute state change: 0.021111 | State variation: 2.699829"
DV246,inefficient_exploration,3,Adjudicated to annotator A on semantic ambiguity.,inefficient_exploration,low_value_overcommitment,epymarl/results/llm_fd/mappo_llm_fd_seed1_lbforaging:Foraging-10x10-3p-3f-v3_2026-07-01 07:45:17.277654/failure_records.jsonl,832,"Environment: lbforaging:Foraging-10x10-3p-3f-v3 | Episode length: 51 | Number of agents: 3 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'south': 86, 'load': 59, 'north': 4, 'east': 4} | Load action counts by agent: [21, 19, 19] | Mean absolute state change: 0.030000 | State variation: 2.860185"
DV247,inefficient_exploration,3,Adjudicated to annotator A on semantic ambiguity.,inefficient_exploration,low_value_overcommitment,epymarl/results/llm_fd/mappo_llm_fd_seed3_lbforaging:Foraging-10x10-3p-3f-v3_2026-07-01 08:42:46.689266/failure_records.jsonl,1394,"Environment: lbforaging:Foraging-10x10-3p-3f-v3 | Episode length: 51 | Number of agents: 3 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'load': 60, 'east': 9, 'north': 34, 'south': 50} | Load action counts by agent: [19, 20, 21] | Mean absolute state change: 0.087778 | State variation: 2.494665"
DV248,low_value_overcommitment,2,Annotators agreed.,low_value_overcommitment,low_value_overcommitment,epymarl/results/llm_fd/mappo_llm_fd_seed2_lbforaging:Foraging-10x10-3p-3f-v3_2026-07-01 08:10:40.975439/failure_records.jsonl,1160,"Environment: lbforaging:Foraging-10x10-3p-3f-v3 | Episode length: 51 | Number of agents: 3 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'load': 83, 'east': 42, 'west': 7, 'north': 17, 'south': 4} | Load action counts by agent: [25, 26, 32] | Mean absolute state change: 0.042222 | State variation: 2.637198"
DV249,inefficient_exploration,3,Adjudicated to annotator A on semantic ambiguity.,inefficient_exploration,low_value_overcommitment,epymarl/results/llm_fd/mappo_llm_fd_seed2_lbforaging:Foraging-10x10-3p-3f-v3_2026-07-01 08:10:40.975439/failure_records.jsonl,571,"Environment: lbforaging:Foraging-10x10-3p-3f-v3 | Episode length: 51 | Number of agents: 3 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'south': 4, 'load': 76, 'west': 31, 'north': 38, 'noop': 1, 'east': 3} | Load action counts by agent: [24, 28, 24] | Mean absolute state change: 0.038889 | State variation: 2.515281"
DV250,low_value_overcommitment,2,Annotators agreed.,low_value_overcommitment,low_value_overcommitment,epymarl/results/llm_fd/mappo_llm_fd_seed2_lbforaging:Foraging-10x10-3p-3f-v3_2026-07-01 08:10:40.975439/failure_records.jsonl,181,"Environment: lbforaging:Foraging-10x10-3p-3f-v3 | Episode length: 51 | Number of agents: 3 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'load': 107, 'west': 20, 'east': 7, 'north': 3, 'noop': 12, 'south': 4} | Load action counts by agent: [40, 39, 28] | Mean absolute state change: 0.031111 | State variation: 2.447942"
DV251,inefficient_exploration,3,Annotators agreed.,inefficient_exploration,inefficient_exploration,epymarl/results/llm_fd/mappo_llm_fd_seed1_lbforaging:Foraging-8x8-2p-2f-coop-v3_2026-06-30 12:09:46.219409/failure_records.jsonl,103,"Environment: lbforaging:Foraging-8x8-2p-2f-coop-v3 | Episode length: 51 | Number of agents: 2 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'south': 54, 'west': 8, 'east': 24, 'noop': 11, 'load': 3, 'north': 2} | Load action counts by agent: [1, 2] | Mean absolute state change: 0.035000 | State variation: 2.207869"
DV252,low_value_overcommitment,2,Annotators agreed.,low_value_overcommitment,low_value_overcommitment,epymarl/results/llm_fd/mappo_llm_fd_seed3_lbforaging:Foraging-10x10-3p-3f-v3_2026-06-30 14:35:20.815998/failure_records.jsonl,860,"Environment: lbforaging:Foraging-10x10-3p-3f-v3 | Episode length: 51 | Number of agents: 3 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'north': 4, 'load': 106, 'east': 34, 'west': 5, 'south': 4} | Load action counts by agent: [34, 32, 40] | Mean absolute state change: 0.038889 | State variation: 1.997199"
DV253,low_value_overcommitment,2,Annotators agreed.,low_value_overcommitment,low_value_overcommitment,epymarl/results/llm_fd/mappo_llm_fd_seed1_lbforaging:Foraging-10x10-3p-3f-v3_2026-07-01 07:45:17.277654/failure_records.jsonl,1292,"Environment: lbforaging:Foraging-10x10-3p-3f-v3 | Episode length: 51 | Number of agents: 3 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'load': 102, 'east': 47, 'noop': 1, 'south': 3} | Load action counts by agent: [35, 36, 31] | Mean absolute state change: 0.015556 | State variation: 3.053780"
DV254,low_value_overcommitment,2,Annotators agreed.,low_value_overcommitment,low_value_overcommitment,epymarl/results/llm_fd/mappo_llm_fd_seed2_lbforaging:Foraging-8x8-2p-2f-coop-v3_2026-06-30 13:49:48.797912/failure_records.jsonl,1187,"Environment: lbforaging:Foraging-8x8-2p-2f-coop-v3 | Episode length: 51 | Number of agents: 2 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'noop': 6, 'load': 57, 'south': 7, 'east': 29, 'north': 3} | Load action counts by agent: [26, 31] | Mean absolute state change: 0.010000 | State variation: 2.458504"
DV255,inefficient_exploration,3,Adjudicated to annotator A on semantic ambiguity.,inefficient_exploration,low_value_overcommitment,epymarl/results/llm_fd/mappo_llm_fd_seed3_lbforaging:Foraging-10x10-3p-3f-v3_2026-07-01 08:42:46.689266/failure_records.jsonl,379,"Environment: lbforaging:Foraging-10x10-3p-3f-v3 | Episode length: 51 | Number of agents: 3 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'east': 24, 'load': 44, 'west': 45, 'south': 19, 'north': 20, 'noop': 1} | Load action counts by agent: [18, 15, 11] | Mean absolute state change: 0.088889 | State variation: 2.495190"
DV256,low_value_overcommitment,2,Annotators agreed.,low_value_overcommitment,low_value_overcommitment,epymarl/results/llm_fd/mappo_llm_fd_seed3_lbforaging:Foraging-10x10-3p-3f-v3_2026-07-01 08:36:16.483022/failure_records.jsonl,608,"Environment: lbforaging:Foraging-10x10-3p-3f-v3 | Episode length: 51 | Number of agents: 3 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'south': 23, 'load': 117, 'north': 5, 'noop': 4, 'west': 3, 'east': 1} | Load action counts by agent: [42, 41, 34] | Mean absolute state change: 0.013333 | State variation: 2.917665"
DV257,inefficient_exploration,3,Adjudicated to annotator A on semantic ambiguity.,inefficient_exploration,low_value_overcommitment,epymarl/results/llm_fd/mappo_llm_fd_seed3_lbforaging:Foraging-10x10-3p-3f-v3_2026-06-30 14:35:20.815998/failure_records.jsonl,754,"Environment: lbforaging:Foraging-10x10-3p-3f-v3 | Episode length: 51 | Number of agents: 3 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'load': 77, 'west': 16, 'north': 3, 'east': 43, 'south': 14} | Load action counts by agent: [33, 20, 24] | Mean absolute state change: 0.065556 | State variation: 2.093547"
DV258,inefficient_exploration,3,Adjudicated to annotator A on semantic ambiguity.,inefficient_exploration,low_value_overcommitment,epymarl/results/llm_fd/mappo_llm_fd_seed2_lbforaging:Foraging-10x10-3p-3f-v3_2026-07-01 08:16:43.925328/failure_records.jsonl,650,"Environment: lbforaging:Foraging-10x10-3p-3f-v3 | Episode length: 51 | Number of agents: 3 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'load': 69, 'north': 53, 'east': 10, 'west': 7, 'noop': 1, 'south': 13} | Load action counts by agent: [23, 22, 24] | Mean absolute state change: 0.062222 | State variation: 2.176284"
DV259,inefficient_exploration,3,Adjudicated to annotator A on semantic ambiguity.,inefficient_exploration,low_value_overcommitment,epymarl/results/llm_fd/mappo_llm_fd_seed2_lbforaging:Foraging-10x10-3p-3f-v3_2026-07-01 08:10:40.975439/failure_records.jsonl,52,"Environment: lbforaging:Foraging-10x10-3p-3f-v3 | Episode length: 51 | Number of agents: 3 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'north': 6, 'west': 24, 'east': 21, 'noop': 12, 'load': 50, 'south': 40} | Load action counts by agent: [19, 16, 15] | Mean absolute state change: 0.054444 | State variation: 2.964717"
DV260,low_value_overcommitment,2,Annotators agreed.,low_value_overcommitment,low_value_overcommitment,epymarl/results/llm_fd/mappo_llm_fd_seed1_lbforaging:Foraging-8x8-2p-2f-coop-v3_2026-06-30 13:35:01.919796/failure_records.jsonl,1696,"Environment: lbforaging:Foraging-8x8-2p-2f-coop-v3 | Episode length: 51 | Number of agents: 2 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'south': 9, 'west': 19, 'load': 68, 'east': 6} | Load action counts by agent: [33, 35] | Mean absolute state change: 0.050000 | State variation: 1.703636"
DV261,inefficient_exploration,3,Adjudicated to annotator A on semantic ambiguity.,inefficient_exploration,low_value_overcommitment,epymarl/results/llm_fd/mappo_llm_fd_seed2_lbforaging:Foraging-8x8-2p-2f-coop-v3_2026-06-30 12:35:50.119223/failure_records.jsonl,710,"Environment: lbforaging:Foraging-8x8-2p-2f-coop-v3 | Episode length: 51 | Number of agents: 2 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'north': 7, 'noop': 15, 'south': 52, 'load': 16, 'east': 9, 'west': 3} | Load action counts by agent: [10, 6] | Mean absolute state change: 0.038333 | State variation: 1.996558"
DV262,inefficient_exploration,3,Annotators agreed.,inefficient_exploration,inefficient_exploration,epymarl/results/llm_fd/mappo_llm_fd_seed2_lbforaging:Foraging-8x8-2p-2f-coop-v3_2026-06-30 12:33:22.883493/failure_records.jsonl,484,"Environment: lbforaging:Foraging-8x8-2p-2f-coop-v3 | Episode length: 51 | Number of agents: 2 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'south': 32, 'east': 46, 'noop': 16, 'load': 6, 'west': 1, 'north': 1} | Load action counts by agent: [3, 3] | Mean absolute state change: 0.020000 | State variation: 2.069693"
DV263,insufficient_cooperation,3,Annotators agreed.,insufficient_cooperation,insufficient_cooperation,epymarl/results/llm_fd/mappo_llm_fd_seed2_lbforaging:Foraging-8x8-2p-2f-coop-v3_2026-06-30 13:49:48.797912/failure_records.jsonl,1632,"Environment: lbforaging:Foraging-8x8-2p-2f-coop-v3 | Episode length: 51 | Number of agents: 2 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'east': 91, 'load': 6, 'south': 3, 'noop': 2} | Load action counts by agent: [0, 6] | Mean absolute state change: 0.013333 | State variation: 2.060464"
DV264,low_value_overcommitment,2,Annotators agreed.,low_value_overcommitment,low_value_overcommitment,epymarl/results/llm_fd/mappo_llm_fd_seed1_lbforaging:Foraging-10x10-3p-3f-v3_2026-07-01 07:51:31.574638/failure_records.jsonl,1510,"Environment: lbforaging:Foraging-10x10-3p-3f-v3 | Episode length: 51 | Number of agents: 3 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'south': 13, 'north': 15, 'east': 24, 'load': 82, 'west': 16, 'noop': 3} | Load action counts by agent: [35, 23, 24] | Mean absolute state change: 0.062222 | State variation: 2.265371"
DV265,low_value_overcommitment,2,Annotators agreed.,low_value_overcommitment,low_value_overcommitment,epymarl/results/llm_fd/mappo_llm_fd_seed3_lbforaging:Foraging-10x10-3p-3f-v3_2026-06-30 14:35:20.815998/failure_records.jsonl,826,"Environment: lbforaging:Foraging-10x10-3p-3f-v3 | Episode length: 51 | Number of agents: 3 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'load': 129, 'east': 18, 'south': 3, 'north': 2, 'west': 1} | Load action counts by agent: [39, 45, 45] | Mean absolute state change: 0.021111 | State variation: 2.650221"
DV266,low_value_overcommitment,2,Annotators agreed.,low_value_overcommitment,low_value_overcommitment,epymarl/results/llm_fd/mappo_llm_fd_seed2_lbforaging:Foraging-10x10-3p-3f-v3_2026-07-01 08:10:40.975439/failure_records.jsonl,353,"Environment: lbforaging:Foraging-10x10-3p-3f-v3 | Episode length: 51 | Number of agents: 3 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'south': 4, 'load': 85, 'west': 46, 'east': 3, 'noop': 6, 'north': 9} | Load action counts by agent: [24, 26, 35] | Mean absolute state change: 0.031111 | State variation: 2.394060"
DV267,low_value_overcommitment,2,Annotators agreed.,low_value_overcommitment,low_value_overcommitment,epymarl/results/llm_fd/mappo_llm_fd_seed2_lbforaging:Foraging-8x8-2p-2f-coop-v3_2026-06-30 13:49:48.797912/failure_records.jsonl,1090,"Environment: lbforaging:Foraging-8x8-2p-2f-coop-v3 | Episode length: 51 | Number of agents: 2 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'load': 64, 'east': 13, 'south': 19, 'noop': 6} | Load action counts by agent: [35, 29] | Mean absolute state change: 0.015000 | State variation: 2.005255"
